Date,SPY
2014-09-30,165.67930603027344
2014-10-01,163.4340057373047
2014-10-02,163.45932006835938
2014-10-03,165.25881958007812
2014-10-06,165.06541442871094
2014-10-07,162.51739501953125
2014-10-08,165.35977172851562
2014-10-09,162.08013916015625
2014-10-10,160.2301025390625
2014-10-13,157.5980224609375
2014-10-14,157.8418426513672
2014-10-15,156.7738800048828
2014-10-16,156.6393585205078
2014-10-17,158.48934936523438
2014-10-20,160.02822875976562
2014-10-21,163.1985321044922
2014-10-22,162.0380859375
2014-10-23,163.92176818847656
2014-10-24,165.18310546875
2014-10-27,164.95608520507812
2014-10-28,166.8481903076172
2014-10-29,166.59593200683594
2014-10-30,167.6638946533203
2014-10-31,169.58116149902344
2014-11-03,169.67372131347656
2014-11-04,169.08505249023438
2014-11-05,170.15298461914062
2014-11-06,170.8341827392578
2014-11-07,170.99398803710938
2014-11-10,171.53213500976562
2014-11-11,171.70028686523438
2014-11-12,171.51531982421875
2014-11-13,171.70872497558594
2014-11-14,171.7508087158203
2014-11-17,171.86012268066406
2014-11-18,172.8524169921875
2014-11-19,172.57484436035156
2014-11-20,172.87757873535156
2014-11-21,173.80264282226562
2014-11-24,174.29037475585938
2014-11-25,174.16424560546875
2014-11-26,174.60997009277344
2014-11-28,174.23992919921875
2014-12-01,173.02899169921875
2014-12-02,174.14743041992188
2014-12-03,174.82015991210938
2014-12-04,174.62672424316406
2014-12-05,174.9126739501953
2014-12-08,173.74378967285156
2014-12-09,173.6260528564453
2014-12-10,170.84255981445312
2014-12-11,171.70872497558594
2014-12-12,168.93370056152344
2014-12-15,167.77317810058594
2014-12-16,166.42771911621094
2014-12-17,169.6905059814453
2014-12-18,173.88674926757812
2014-12-19,174.62661743164062
2014-12-22,175.42994689941406
2014-12-23,175.66664123535156
2014-12-24,175.68357849121094
2014-12-26,176.2501220703125
2014-12-29,176.4868621826172
2014-12-30,175.53982543945312
2014-12-31,173.79795837402344
2015-01-02,173.70494079589844
2015-01-05,170.56790161132812
2015-01-06,168.96128845214844
2015-01-07,171.0667266845703
2015-01-08,174.10232543945312
2015-01-09,172.70718383789062
2015-01-12,171.35426330566406
2015-01-13,170.87225341796875
2015-01-14,169.8406982421875
2015-01-15,168.28488159179688
2015-01-16,170.49176025390625
2015-01-20,170.85536193847656
2015-01-21,171.71792602539062
2015-01-22,174.271484375
2015-01-23,173.31594848632812
2015-01-26,173.7218475341797
2015-01-27,171.43035888671875
2015-01-28,169.2318878173828
2015-01-29,170.79623413085938
2015-01-30,168.64842224121094
2015-02-02,170.73696899414062
2015-02-03,173.20603942871094
2015-02-04,172.54644775390625
2015-02-05,174.28836059570312
2015-02-06,173.80641174316406
2015-02-09,173.02845764160156
2015-02-10,174.871826171875
2015-02-11,174.9732666015625
2015-02-12,176.656005859375
2015-02-13,177.38316345214844
2015-02-17,177.6621551513672
2015-02-18,177.67910766601562
2015-02-19,177.55226135253906
2015-02-20,178.61767578125
2015-02-23,178.59237670898438
2015-02-24,179.0996551513672
2015-02-25,178.94744873046875
2015-02-26,178.73611450195312
2015-02-27,178.12725830078125
2015-03-02,179.25186157226562
2015-03-03,178.5162353515625
2015-03-04,177.7636260986328
2015-03-05,177.9581298828125
2015-03-06,175.4552459716797
2015-03-09,176.1824493408203
2015-03-10,173.3243865966797
2015-03-11,172.91854858398438
2015-03-12,175.1170654296875
2015-03-13,174.043212890625
2015-03-16,176.3684539794922
2015-03-17,175.84423828125
2015-03-18,177.9581298828125
2015-03-19,177.14639282226562
2015-03-20,178.7100067138672
2015-03-23,178.36181640625
2015-03-24,177.359619140625
2015-03-25,174.76065063476562
2015-03-26,174.34439086914062
2015-03-27,174.74362182617188
2015-03-30,176.87548828125
2015-03-31,175.32969665527344
2015-04-01,174.7096710205078
2015-04-02,175.33811950683594
2015-04-06,176.5187225341797
2015-04-07,176.05157470703125
2015-04-08,176.64613342285156
2015-04-09,177.42750549316406
2015-04-10,178.39578247070312
2015-04-13,177.58885192871094
2015-04-14,177.9286346435547
2015-04-15,178.72702026367188
2015-04-16,178.67608642578125
2015-04-17,176.6206512451172
2015-04-20,178.23439025878906
2015-04-21,178.02206420898438
2015-04-22,178.89695739746094
2015-04-23,179.3470458984375
2015-04-24,179.76324462890625
2015-04-27,179.01580810546875
2015-04-28,179.58485412597656
2015-04-29,178.845947265625
2015-04-30,177.05384826660156
2015-05-01,178.97332763671875
2015-05-04,179.4829864501953
2015-05-05,177.42750549316406
2015-05-06,176.69712829589844
2015-05-07,177.40206909179688
2015-05-08,179.7377471923828
2015-05-11,178.87989807128906
2015-05-12,178.34483337402344
2015-05-13,178.3787841796875
2015-05-14,180.2388458251953
2015-05-15,180.43418884277344
2015-05-18,180.9947967529297
2015-05-19,180.935302734375
2015-05-20,180.80792236328125
2015-05-21,181.33456420898438
2015-05-22,180.9013671875
2015-05-26,178.9563446044922
2015-05-27,180.65504455566406
2015-05-28,180.4512176513672
2015-05-29,179.33006286621094
2015-06-01,179.69529724121094
2015-06-02,179.5169219970703
2015-06-03,179.99253845214844
2015-06-04,178.47222900390625
2015-06-05,178.1664581298828
2015-06-08,177.07078552246094
2015-06-09,177.04531860351562
2015-06-10,179.16867065429688
2015-06-11,179.7462615966797
2015-06-12,178.3703155517578
2015-06-15,177.60594177246094
2015-06-16,178.57411193847656
2015-06-17,178.86293029785156
2015-06-18,180.72293090820312
2015-06-19,179.92074584960938
2015-06-22,180.84251403808594
2015-06-23,180.9705047607422
2015-06-24,179.65615844726562
2015-06-25,179.10992431640625
2015-06-26,179.07577514648438
2015-06-29,175.32049560546875
2015-06-30,175.6875
2015-07-01,177.09571838378906
2015-07-02,176.93353271484375
2015-07-06,176.43002319335938
2015-07-07,177.5395050048828
2015-07-08,174.56088256835938
2015-07-09,174.8766632080078
2015-07-10,177.07870483398438
2015-07-13,179.03309631347656
2015-07-14,179.8097381591797
2015-07-15,179.75001525878906
2015-07-16,181.19239807128906
2015-07-17,181.3460235595703
2015-07-20,181.43988037109375
2015-07-21,180.7230224609375
2015-07-22,180.39869689941406
2015-07-23,179.38302612304688
2015-07-24,177.52243041992188
2015-07-27,176.48976135253906
2015-07-28,178.65756225585938
2015-07-29,179.88658142089844
2015-07-30,179.92926025390625
2015-07-31,179.65615844726562
2015-08-03,179.0501251220703
2015-08-04,178.7002716064453
2015-08-05,179.2891387939453
2015-08-06,177.8212127685547
2015-08-07,177.47976684570312
2015-08-10,179.7158966064453
2015-08-11,178.0942840576172
2015-08-12,178.3076629638672
2015-08-13,178.0857391357422
2015-08-14,178.73434448242188
2015-08-17,179.7329559326172
2015-08-18,179.21234130859375
2015-08-19,177.7955780029297
2015-08-20,174.08294677734375
2015-08-21,168.84266662597656
2015-08-24,161.73321533203125
2015-08-25,159.82994079589844
2015-08-26,165.96641540527344
2015-08-27,170.07162475585938
2015-08-28,170.0801239013672
2015-08-31,168.70606994628906
2015-09-01,163.67059326171875
2015-09-02,166.77720642089844
2015-09-03,166.89674377441406
2015-09-04,164.3704071044922
2015-09-08,168.50120544433594
2015-09-09,166.24810791015625
2015-09-10,167.1527557373047
2015-09-11,167.91229248046875
2015-09-14,167.289306640625
2015-09-15,169.38031005859375
2015-09-16,170.8482666015625
2015-09-17,170.46426391601562
2015-09-18,167.6785888671875
2015-09-21,168.5450897216797
2015-09-22,166.35740661621094
2015-09-23,166.0914306640625
2015-09-24,165.49090576171875
2015-09-25,165.44805908203125
2015-09-28,161.29574584960938
2015-09-29,161.39013671875
2015-09-30,164.40139770507812
2015-10-01,164.83030700683594
2015-10-02,167.2925262451172
2015-10-05,170.26950073242188
2015-10-06,169.6861114501953
2015-10-07,171.07591247558594
2015-10-08,172.62014770507812
2015-10-09,172.72308349609375
2015-10-12,172.88613891601562
2015-10-13,171.79656982421875
2015-10-14,170.972900390625
2015-10-15,173.59815979003906
2015-10-16,174.3874969482422
2015-10-19,174.47328186035156
2015-10-20,174.25018310546875
2015-10-21,173.16921997070312
2015-10-22,176.0947265625
2015-10-23,178.02499389648438
2015-10-26,177.58743286132812
2015-10-27,177.24429321289062
2015-10-28,179.26040649414062
2015-10-29,179.15740966796875
2015-10-30,178.38531494140625
2015-11-02,180.49575805664062
2015-11-03,181.01910400390625
2015-11-04,180.4700469970703
2015-11-05,180.2898406982422
2015-11-06,180.1954803466797
2015-11-09,178.51402282714844
2015-11-10,178.92581176757812
2015-11-11,178.22230529785156
2015-11-12,175.734375
2015-11-13,173.7611846923828
2015-11-16,176.40350341796875
2015-11-17,176.2748565673828
2015-11-18,179.07162475585938
2015-11-19,178.917236328125
2015-11-20,179.56922912597656
2015-11-23,179.36334228515625
2015-11-24,179.60353088378906
2015-11-25,179.5778350830078
2015-11-27,179.78372192382812
2015-11-30,179.03732299804688
2015-12-01,180.74452209472656
2015-12-02,178.90005493164062
2015-12-03,176.3949737548828
2015-12-04,179.83518981933594
2015-12-07,178.74566650390625
2015-12-08,177.54457092285156
2015-12-09,176.16329956054688
2015-12-10,176.61805725097656
2015-12-11,173.1949920654297
2015-12-14,174.0700225830078
2015-12-15,175.89739990234375
2015-12-16,178.47108459472656
2015-12-17,175.7515411376953
2015-12-18,172.6205291748047
2015-12-21,174.04446411132812
2015-12-22,175.62379455566406
2015-12-23,177.798583984375
2015-12-24,177.50514221191406
2015-12-28,177.09951782226562
2015-12-29,178.98956298828125
2015-12-30,177.72093200683594
2015-12-31,175.94309997558594
2016-01-04,173.48355102539062
2016-01-05,173.7769317626953
2016-01-06,171.58486938476562
2016-01-07,167.46826171875
2016-01-08,165.6300811767578
2016-01-11,165.79408264160156
2016-01-12,167.13169860839844
2016-01-13,162.96336364746094
2016-01-14,165.63873291015625
2016-01-15,162.08306884765625
2016-01-19,162.298828125
2016-01-20,160.21897888183594
2016-01-21,161.11648559570312
2016-01-22,164.42185974121094
2016-01-25,161.93637084960938
2016-01-26,164.1456756591797
2016-01-27,162.35926818847656
2016-01-28,163.2050018310547
2016-01-29,167.1834716796875
2016-02-01,167.12306213378906
2016-02-02,164.1111602783203
2016-02-03,165.0950164794922
2016-02-04,165.35391235351562
2016-02-05,162.20387268066406
2016-02-08,160.02049255371094
2016-02-09,160.0291290283203
2016-02-10,159.8909912109375
2016-02-11,157.8111572265625
2016-02-12,161.06475830078125
2016-02-16,163.783203125
2016-02-17,166.4586181640625
2016-02-18,165.7768096923828
2016-02-19,165.69911193847656
2016-02-22,168.09829711914062
2016-02-23,165.9752960205078
2016-02-24,166.73471069335938
2016-02-25,168.7541961669922
2016-02-26,168.36585998535156
2016-02-29,167.0454559326172
2016-03-01,170.97216796875
2016-03-02,171.74024963378906
2016-03-03,172.41339111328125
2016-03-04,172.97430419921875
2016-03-07,173.11244201660156
2016-03-08,171.22242736816406
2016-03-09,172.06817626953125
2016-03-10,172.2062530517578
2016-03-11,174.98516845703125
2016-03-14,174.76080322265625
2016-03-15,174.47601318359375
2016-03-16,175.4857635498047
2016-03-17,176.59901428222656
2016-03-18,177.29299926757812
2016-03-21,177.54454040527344
2016-03-22,177.4490966796875
2016-03-23,176.278076171875
2016-03-24,176.19996643066406
2016-03-28,176.3040771484375
2016-03-29,177.93492126464844
2016-03-30,178.71560668945312
2016-03-31,178.28189086914062
2016-04-01,179.49632263183594
2016-04-04,178.9151153564453
2016-04-05,177.12815856933594
2016-04-06,179.06260681152344
2016-04-07,176.91998291015625
2016-04-08,177.39707946777344
2016-04-11,176.98068237304688
2016-04-12,178.6288604736328
2016-04-13,180.4331817626953
2016-04-14,180.44190979003906
2016-04-15,180.24232482910156
2016-04-18,181.5088653564453
2016-04-19,182.0813751220703
2016-04-20,182.25491333007812
2016-04-21,181.274658203125
2016-04-22,181.274658203125
2016-04-25,180.9623565673828
2016-04-26,181.23133850097656
2016-04-27,181.60426330566406
2016-04-28,179.9561309814453
2016-04-29,178.98460388183594
2016-05-02,180.4071502685547
2016-05-03,178.83706665039062
2016-05-04,177.83950805664062
2016-05-05,177.80477905273438
2016-05-06,178.4553985595703
2016-05-09,178.6029052734375
2016-05-10,180.82359313964844
2016-05-11,179.13201904296875
2016-05-12,179.18408203125
2016-05-13,177.6226043701172
2016-05-16,179.37493896484375
2016-05-17,177.7007293701172
2016-05-18,177.7527313232422
2016-05-19,177.13681030273438
2016-05-20,178.25588989257812
2016-05-23,178.01295471191406
2016-05-24,180.3204345703125
2016-05-25,181.5435791015625
2016-05-26,181.59561157226562
2016-05-27,182.37632751464844
2016-05-31,182.0293731689453
2016-06-01,182.40235900878906
2016-06-02,182.95751953125
2016-06-03,182.41104125976562
2016-06-06,183.33921813964844
2016-06-07,183.62551879882812
2016-06-08,184.22412109375
2016-06-09,183.97244262695312
2016-06-10,182.22886657714844
2016-06-13,180.82359313964844
2016-06-14,180.4678955078125
2016-06-15,180.2163543701172
2016-06-16,180.75411987304688
2016-06-17,180.08099365234375
2016-06-20,181.24073791503906
2016-06-21,181.75521850585938
2016-06-22,181.45872497558594
2016-06-23,183.82176208496094
2016-06-24,177.22091674804688
2016-06-27,174.04698181152344
2016-06-28,177.18605041503906
2016-06-29,180.20309448242188
2016-06-30,182.6620330810547
2016-07-01,183.04576110839844
2016-07-05,181.72903442382812
2016-07-06,182.8190460205078
2016-07-07,182.70565795898438
2016-07-08,185.42623901367188
2016-07-11,186.0802459716797
2016-07-12,187.43177795410156
2016-07-13,187.40562438964844
2016-07-14,188.45201110839844
2016-07-15,188.1990966796875
2016-07-18,188.7048797607422
2016-07-19,188.51304626464844
2016-07-20,189.29782104492188
2016-07-21,188.58277893066406
2016-07-22,189.42861938476562
2016-07-25,188.91415405273438
2016-07-26,189.00137329101562
2016-07-27,188.80084228515625
2016-07-28,189.018798828125
2016-07-29,189.32398986816406
2016-08-01,189.16702270507812
2016-08-02,187.95498657226562
2016-08-03,188.50428771972656
2016-08-04,188.7048797607422
2016-08-05,190.24832153320312
2016-08-08,190.13494873046875
2016-08-09,190.24832153320312
2016-08-10,189.77743530273438
2016-08-11,190.65811157226562
2016-08-12,190.49240112304688
2016-08-15,191.0417938232422
2016-08-16,190.05641174316406
2016-08-17,190.41397094726562
2016-08-18,190.8411865234375
2016-08-19,190.5621337890625
2016-08-22,190.55348205566406
2016-08-23,190.9371795654297
2016-08-24,189.9604949951172
2016-08-25,189.8297576904297
2016-08-26,189.47219848632812
2016-08-29,190.40524291992188
2016-08-30,190.09132385253906
2016-08-31,189.55075073242188
2016-09-01,189.55941772460938
2016-09-02,190.41397094726562
2016-09-06,190.98947143554688
2016-09-07,190.97198486328125
2016-09-08,190.5360565185547
2016-09-09,185.97560119628906
2016-09-12,188.64382934570312
2016-09-13,185.93197631835938
2016-09-14,185.8622589111328
2016-09-15,187.71954345703125
2016-09-16,186.99391174316406
2016-09-19,187.0289764404297
2016-09-20,187.0377655029297
2016-09-21,189.14105224609375
2016-09-22,190.33291625976562
2016-09-23,189.2900390625
2016-09-26,187.75633239746094
2016-09-27,188.92193603515625
2016-09-28,189.85964965820312
2016-09-29,188.14193725585938
2016-09-30,189.5616912841797
2016-10-03,189.10597229003906
2016-10-04,188.14193725585938
2016-10-05,188.9745330810547
2016-10-06,189.10597229003906
2016-10-07,188.4574432373047
2016-10-10,189.43899536132812
2016-10-11,187.0464630126953
2016-10-12,187.29183959960938
2016-10-13,186.6783905029297
2016-10-14,186.7747802734375
2016-10-17,186.1262664794922
2016-10-18,187.29183959960938
2016-10-19,187.79141235351562
2016-10-20,187.4408416748047
2016-10-21,187.5284881591797
2016-10-24,188.32598876953125
2016-10-25,187.69500732421875
2016-10-26,187.31813049316406
2016-10-27,186.81861877441406
2016-10-28,186.26651000976562
2016-10-31,186.2752227783203
2016-11-01,184.9256134033203
2016-11-02,183.81263732910156
2016-11-03,182.9713134765625
2016-11-04,182.7696990966797
2016-11-07,186.80113220214844
2016-11-08,187.6424102783203
2016-11-09,189.63182067871094
2016-11-10,190.10504150390625
2016-11-11,189.66685485839844
2016-11-14,189.8158416748047
2016-11-15,191.29698181152344
2016-11-16,190.93756103515625
2016-11-17,191.91917419433594
2016-11-18,191.48974609375
2016-11-21,192.93577575683594
2016-11-22,193.31265258789062
2016-11-23,193.41770935058594
2016-11-25,194.1364288330078
2016-11-28,193.22496032714844
2016-11-29,193.60183715820312
2016-11-30,193.13735961914062
2016-12-01,192.42747497558594
2016-12-02,192.5238800048828
2016-12-05,193.6807098388672
2016-12-06,194.29417419433594
2016-12-07,196.83566284179688
2016-12-08,197.3177032470703
2016-12-09,198.5095672607422
2016-12-12,198.2816925048828
2016-12-13,199.60504150390625
2016-12-14,197.9574737548828
2016-12-15,198.77249145507812
2016-12-16,198.3837432861328
2016-12-19,198.815673828125
2016-12-20,199.58258056640625
2016-12-21,199.02725219726562
2016-12-22,198.6834259033203
2016-12-23,198.97439575195312
2016-12-27,199.46800231933594
2016-12-28,197.81956481933594
2016-12-29,197.7754669189453
2016-12-30,197.05258178710938
2017-01-03,198.56005859375
2017-01-04,199.74131774902344
2017-01-05,199.58258056640625
2017-01-06,200.29666137695312
2017-01-09,199.63551330566406
2017-01-10,199.63551330566406
2017-01-11,200.1997528076172
2017-01-12,199.69723510742188
2017-01-13,200.15565490722656
2017-01-17,199.4503936767578
2017-01-18,199.8911895751953
2017-01-19,199.15069580078125
2017-01-20,199.88235473632812
2017-01-23,199.36224365234375
2017-01-24,200.64048767089844
2017-01-25,202.37721252441406
2017-01-26,202.1655731201172
2017-01-27,201.84820556640625
2017-01-30,200.5963897705078
2017-01-31,200.57875061035156
2017-02-01,200.65811157226562
2017-02-02,200.7903289794922
2017-02-03,202.17440795898438
2017-02-06,201.81295776367188
2017-02-07,201.82176208496094
2017-02-08,202.08624267578125
2017-02-09,203.28514099121094
2017-02-10,204.0873260498047
2017-02-13,205.1980743408203
2017-02-14,206.01791381835938
2017-02-15,207.0934295654297
2017-02-16,206.9171142578125
2017-02-17,207.24325561523438
2017-02-21,208.47744750976562
2017-02-22,208.29234313964844
2017-02-23,208.4333953857422
2017-02-24,208.69784545898438
2017-02-27,209.02403259277344
2017-02-28,208.45980834960938
2017-03-01,211.37774658203125
2017-03-02,210.04664611816406
2017-03-03,210.17881774902344
2017-03-06,209.55296325683594
2017-03-07,208.92701721191406
2017-03-08,208.53912353515625
2017-03-09,208.80360412597656
2017-03-10,209.5353240966797
2017-03-13,209.64111328125
2017-03-14,208.83889770507812
2017-03-15,210.64602661132812
2017-03-16,210.2317352294922
2017-03-17,209.86256408691406
2017-03-20,209.63233947753906
2017-03-21,206.94076538085938
2017-03-22,207.42771911621094
2017-03-23,207.2063446044922
2017-03-24,207.0558319091797
2017-03-27,206.8433837890625
2017-03-28,208.34852600097656
2017-03-29,208.5433349609375
2017-03-30,209.20736694335938
2017-03-31,208.72036743164062
2017-04-03,208.35739135742188
2017-04-04,208.49020385742188
2017-04-05,207.8704071044922
2017-04-06,208.45474243164062
2017-04-07,208.24229431152344
2017-04-10,208.3662567138672
2017-04-11,208.11834716796875
2017-04-12,207.2063446044922
2017-04-13,205.86058044433594
2017-04-17,207.6844940185547
2017-04-18,207.0647430419922
2017-04-19,206.68405151367188
2017-04-20,208.3662567138672
2017-04-21,207.70216369628906
2017-04-24,209.9864959716797
2017-04-25,211.2083282470703
2017-04-26,211.0754852294922
2017-04-27,211.25259399414062
2017-04-28,210.792236328125
2017-05-01,211.32339477539062
2017-05-02,211.40310668945312
2017-05-03,211.14634704589844
2017-05-04,211.3942413330078
2017-05-05,212.2265167236328
2017-05-08,212.19107055664062
2017-05-09,211.996337890625
2017-05-10,212.37704467773438
2017-05-11,211.94320678710938
2017-05-12,211.5890350341797
2017-05-15,212.75775146484375
2017-05-16,212.5629425048828
2017-05-17,208.79124450683594
2017-05-18,209.63233947753906
2017-05-19,210.99586486816406
2017-05-22,212.06715393066406
2017-05-23,212.53643798828125
2017-05-24,213.03216552734375
2017-05-25,214.05043029785156
2017-05-26,214.0061798095703
2017-05-30,213.8201904296875
2017-05-31,213.76708984375
2017-06-01,215.46702575683594
2017-06-02,216.18418884277344
2017-06-05,216.02484130859375
2017-06-06,215.334228515625
2017-06-07,215.73260498046875
2017-06-08,215.8389129638672
2017-06-09,215.5113067626953
2017-06-12,215.46702575683594
2017-06-13,216.52059936523438
2017-06-14,216.2461395263672
2017-06-15,215.8300018310547
2017-06-16,215.87718200683594
2017-06-19,217.67437744140625
2017-06-20,216.20635986328125
2017-06-21,216.15301513671875
2017-06-22,216.0551300048828
2017-06-23,216.31312561035156
2017-06-26,216.4554901123047
2017-06-27,214.71163940429688
2017-06-28,216.63343811035156
2017-06-29,214.72943115234375
2017-06-30,215.1298370361328
2017-07-03,215.49461364746094
2017-07-05,215.9928741455078
2017-07-06,214.01773071289062
2017-07-07,215.40567016601562
2017-07-10,215.63693237304688
2017-07-11,215.47683715820312
2017-07-12,217.0960693359375
2017-07-13,217.4608154296875
2017-07-14,218.47508239746094
2017-07-17,218.4484405517578
2017-07-18,218.56407165527344
2017-07-19,219.7473907470703
2017-07-20,219.8452606201172
2017-07-21,219.6495361328125
2017-07-24,219.59609985351562
2017-07-25,220.12994384765625
2017-07-26,220.1388397216797
2017-07-27,219.93421936035156
2017-07-28,219.67620849609375
2017-07-31,219.55166625976562
2017-08-01,220.0409698486328
2017-08-02,220.14773559570312
2017-08-03,219.72067260742188
2017-08-04,220.12107849121094
2017-08-07,220.5303192138672
2017-08-08,219.9875946044922
2017-08-09,219.97866821289062
2017-08-10,216.87362670898438
2017-08-11,217.19393920898438
2017-08-14,219.34701538085938
2017-08-15,219.32032775878906
2017-08-16,219.70285034179688
2017-08-17,216.27752685546875
2017-08-18,215.93943786621094
2017-08-21,216.10850524902344
2017-08-22,218.3682861328125
2017-08-23,217.58538818359375
2017-08-24,217.07830810546875
2017-08-25,217.58538818359375
2017-08-28,217.59429931640625
2017-08-29,217.84341430664062
2017-08-30,218.8754425048828
2017-08-31,220.1922607421875
2017-09-01,220.50364685058594
2017-09-05,218.9199981689453
2017-09-06,219.66732788085938
2017-09-07,219.64060974121094
2017-09-08,219.3826141357422
2017-09-11,221.7225341796875
2017-09-12,222.46987915039062
2017-09-13,222.57666015625
2017-09-14,222.5054473876953
2017-09-15,222.8049774169922
2017-09-18,223.2788543701172
2017-09-19,223.5023651123047
2017-09-20,223.58290100097656
